Food,Carbs,Calories,Protein,Fat
"Turkey, diced, light and dark meat, seasoned",1.0,357.5,18.7,6.0
"Turkey, drumstick, from whole bird, meat only, raw",0.14,281.5,23.66,1.48
"Turkey, drumstick, from whole bird, meat only, roasted",0.0,361.0,30.13,2.08
"Turkey, drumstick, from whole bird, meat only, with added solution, raw",0.15,297.5,19.27,4.12
"Turkey, drumstick, from whole bird, meat only, with added solution, roasted",0.0,410.5,26.1,6.0
"Turkey, drumstick, smoked, cooked, with skin, bone removed",0.0,518.0,27.9,9.8
"Turkey, fryer-roasters, meat and skin, cooked, roasted",0.0,446.0,28.26,5.72
"Turkey, gizzard, all classes, raw",0.0,287.0,18.8,3.37
"Turkey, ground, 85% lean, 15% fat, pan-broiled crumbles",0.0,667.5,25.11,17.45
"Turkey, ground, 85% lean, 15% fat, patties, broiled",0.0,646.0,25.88,16.2
"Turkey, ground, 85% lean, 15% fat, raw",0.0,467.5,16.9,12.54
"Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles",0.0,551.5,27.1,11.6
"Turkey, ground, 93% lean, 7% fat, patties, broiled",0.0,535.5,25.86,11.45
"Turkey, ground, 93% lean, 7% fat, raw",0.0,389.0,18.73,8.34
"Turkey, ground, fat free, pan-broiled crumbles",0.0,391.5,31.69,2.71
"Turkey, ground, fat free, patties, broiled",0.0,358.0,28.99,2.48
"Turkey, ground, fat free, raw",0.0,290.0,23.57,1.95
"Turkey, light or dark meat, smoked, cooked, skin and bone removed",0.0,420.5,29.3,5.0
"Turkey, light or dark meat, smoked, cooked, with skin, bone removed",0.0,539.0,28.1,9.7
"Turkey, mechanically deboned, from turkey frames, raw",0.0,521.0,13.29,15.96
"Turkey, retail parts, breast, meat and skin, cooked, roasted",0.05,425.5,29.01,5.33
"Turkey, retail parts, breast, meat and skin, raw",0.0,401.0,21.88,7.45
"Turkey, retail parts, breast, meat and skin, with added solution, raw",0.03,373.5,20.79,6.75
"Turkey, retail parts, breast, meat only, cooked, roasted",0.0,352.0,29.51,1.97
"Turkey, retail parts, breast, meat only, raw",0.0,296.0,23.34,2.33
"Turkey, retail parts, breast, meat only, with added solution, cooked, roasted",0.0,338.0,27.94,2.08
"Turkey, retail parts, breast, meat only, with added solution, raw",0.0,287.0,21.99,2.53
"Turkey, retail parts, drumstick, meat and skin, cooked, roasted",0.0,511.0,28.21,9.37
"Turkey, retail parts, drumstick, meat and skin, raw",0.0,366.5,19.96,6.84
"Turkey, retail parts, drumstick, meat only, cooked, roasted",0.0,448.5,28.61,6.52
"Turkey, retail parts, drumstick, meat only, raw",0.0,305.5,20.52,3.97
"Turkey, retail parts, thigh, meat and skin, cooked, roasted",0.41,474.0,23.95,9.5
"Turkey, retail parts, thigh, meat and skin, raw",0.0,416.5,19.54,9.16
"Turkey, retail parts, thigh, meat only, cooked, roasted",0.46,411.5,25.14,6.25
"Turkey, retail parts, thigh, meat only, raw",0.0,300.0,20.6,3.69
"Turkey, retail parts, wing, meat and skin, cooked, roasted",0.13,609.0,28.74,13.29
"Turkey, retail parts, wing, meat and skin, raw",0.05,524.0,19.53,13.79
"Turkey, retail parts, wing, meat only, cooked, roasted",0.0,441.5,30.17,5.51
"Turkey, retail parts, wing, meat only, raw",0.0,291.0,22.48,2.49
"Turkey, skin from whole (light and dark), with added solution, raw",0.21,988.0,12.29,36.8
"Turkey, skin from whole, (light and dark), with added solution, roasted",0.0,1170.0,22.15,40.31
"Turkey, skin, from retail parts, from dark meat, cooked, roasted",0.0,1072.0,24.58,35.03
"Turkey, skin, from retail parts, from dark meat, raw",0.0,984.5,14.35,35.83
"Turkey, stuffing, mashed potatoes w/gravy, assorted vegetables, frozen, microwaved",16.32,332.0,6.97,3.89
"Turkey, thigh, from whole bird, meat only, raw",0.15,279.5,21.28,2.5
"Turkey, thigh, from whole bird, meat only, roasted",0.0,428.0,27.71,6.04
"Turkey, thigh, from whole bird, meat only, with added solution, raw",0.15,297.5,19.27,4.12
"Turkey, thigh, from whole bird, meat only, with added solution, roasted",0.0,410.5,26.1,6.0
"Turkey, white, rotisserie, deli cut",7.7,290.0,13.5,3.0
"Turkey, whole, back, meat only, cooked, roasted",0.0,448.0,27.71,6.04
"Turkey, whole, back, meat only, raw",0.15,294.0,21.28,2.5
"Turkey, whole, breast, meat only, cooked, roasted",0.0,382.0,30.13,2.08
"Turkey, whole, breast, meat only, raw",0.14,296.5,23.66,1.48
"Turkey, whole, dark meat, cooked, roasted",0.0,448.0,27.71,6.04
"Turkey, whole, dark meat, meat and skin, cooked, roasted",0.07,535.0,27.27,9.95
"Turkey, whole, dark meat, meat only, raw",0.15,280.5,21.28,2.5
"Turkey, whole, giblets, cooked, simmered",0.0,447.5,26.44,6.61
"Turkey, whole, giblets, raw",0.07,321.0,18.18,5.09
"Turkey, whole, light meat, meat and skin, cooked, roasted",0.05,458.0,29.55,5.57
"Turkey, whole, light meat, meat and skin, raw",0.15,417.0,21.96,7.43
"Turkey, whole, light meat, raw",0.14,296.5,23.66,1.48
"Turkey, whole, meat and skin, cooked, roasted",0.06,489.5,28.55,7.39
"Turkey, whole, meat and skin, raw",0.14,373.0,21.64,5.64
"Turkey, whole, meat and skin, with added solution, raw",0.15,411.5,19.03,9.1
"Turkey, whole, meat and skin, with added solution, roasted",0.0,457.0,26.09,8.01
"Turkey, whole, meat only, cooked, roasted",0.0,411.5,29.06,3.84
"Turkey, whole, meat only, raw",0.14,297.0,22.64,1.93
"Turkey, whole, meat only, with added solution, raw",0.14,274.0,20.87,2.39
"Turkey, whole, meat only, with added solution, roasted",0.0,362.5,26.61,3.7
"Turkey, whole, neck, meat only, cooked, simmered",0.0,420.5,22.48,7.36
"Turkey, whole, neck, meat only, raw",0.0,324.0,16.51,6.04
"Turkey, whole, skin (light and dark), raw",0.16,1055.5,12.96,38.93
"Turkey, whole, skin (light and dark), roasted",0.57,1189.5,23.94,39.31
"Turkey, whole, wing, meat only, cooked, roasted",0.0,382.0,30.13,2.08
"Turkey, whole, wing, meat only, raw",0.14,298.0,23.66,1.48
"Turkey, wing, from whole bird, meat only, with added solution, raw",0.14,263.5,21.54,1.66
"Turkey, wing, from whole bird, meat only, with added solution, roasted",0.0,328.5,26.97,2.08
"Turkey, wing, smoked, cooked, with skin, bone removed",0.0,573.5,27.4,12.41
"Turkey, young hen, skin only, cooked, roasted",0.0,1249.5,19.03,44.45
"Turnip greens and turnips, frozen, cooked, boiled, drained, with salt",4.74,89.0,2.99,0.38
"Turnip greens and turnips, frozen, cooked, boiled, drained, without salt",4.85,90.5,2.99,0.38
"Turnip greens and turnips, frozen, unprepared",3.39,55.5,2.46,0.19
"Turnip greens, canned, no salt added",2.81,50.0,1.36,0.3
"Turnip greens, canned, solids and liquids",2.42,36.5,1.36,0.3
"Turnip greens, cooked, boiled, drained, with salt",4.36,52.5,1.14,0.23
"Turnip greens, cooked, boiled, drained, without salt",4.36,52.0,1.14,0.23
"Turnip greens, frozen, cooked, boiled, drained, with salt",4.98,76.0,3.35,0.42
"Turnip greens, frozen, cooked, boiled, drained, without salt",4.98,76.0,3.35,0.42
"Turnip greens, frozen, unprepared",3.67,57.0,2.47,0.31
"Turnip greens, raw",7.13,82.0,1.5,0.3
"Turnips, cooked, boiled, drained, with salt",5.06,57.0,0.71,0.08
"Turnips, cooked, boiled, drained, without salt",5.06,57.0,0.71,0.08
"Turnips, frozen, cooked, boiled, drained, with salt",3.73,53.5,1.53,0.24
"Turnips, frozen, cooked, boiled, drained, without salt",4.35,59.5,1.53,0.24
"Turnips, frozen, unprepared",2.94,41.5,1.04,0.16
"Turnips, raw",6.43,72.5,0.9,0.1
"Turnover, cheese-filled, tomato-based sauce, frozen, unprepared",27.29,609.5,10.24,9.45
"Turnover, chicken- or turkey-, and vegetable-filled, reduced fat, frozen",21.74,435.5,7.87,5.51
"Turnover, filled with egg, meat and cheese, frozen",20.67,590.0,7.87,12.6
"Turnover, meat- and cheese-filled, tomato-based sauce, reduced fat, frozen",31.89,557.0,9.45,5.51
"Turtle, green, raw",0.0,230.5,19.8,0.5
"Udi's, Gluten Free, Classic French Dinner Rolls",55.1,803.5,7.99,6.4
"Udi's, Gluten Free, Soft & Delicious White Sandwich Bread",51.15,773.0,5.4,8.02
"Udi's, Gluten Free, Soft & Hearty Whole Grain Bread",49.09,802.0,7.25,9.34
"Udi's, Gluten Free, Whole Grain Dinner Rolls",44.29,852.5,11.8,11.6
"Van's, Gluten Free, Totally Original Pancakes",40.32,558.5,3.31,4.55
"Van's, Gluten Free, Totally Original Waffles",40.54,643.0,2.99,8.22
"Van's, The Perfect 10, Crispy Six Whole Grain + Four Seed Baked Crackers, Gluten Free",67.57,1221.0,7.63,18.93
Vanilla extract,12.65,746.5,0.06,0.06
"Vanilla extract, imitation, alcohol",2.41,614.5,0.05,0.0
"Vanilla extract, imitation, no alcohol",14.4,145.0,0.03,0.0
"Veal, Australian, rib, rib roast, separable lean and fat, raw",1.15,521.0,19.6,13.1
"Veal, Australian, rib, rib roast, separable lean only, raw",1.4,347.5,21.7,4.63
"Veal, Australian, separable fat, raw",0.0,1319.5,9.91,52.17
"Veal, Australian, shank, fore, bone-in, separable lean and fat, raw",0.0,376.0,19.58,7.42
"Veal, Australian, shank, fore, bone-in, separable lean only, raw",0.0,318.0,20.18,4.65
"Veal, Australian, shank, hind, bone-in, separable lean and fat, raw",0.0,373.0,19.78,7.2
"Veal, Australian, shank, hind, bone-in, separable lean only, raw",0.0,315.5,20.37,4.47
"Veal, breast, plate half, boneless, separable lean and fat, cooked, braised",0.0,731.0,25.93,18.95
"Veal, breast, point half, boneless, separable lean and fat, cooked, braised",0.0,643.0,28.23,14.16
"Veal, breast, separable fat, cooked",0.0,1350.5,9.4,53.35
"Veal, breast, whole, boneless, separable lean and fat, cooked, braised",0.0,689.5,26.97,16.77
"Veal, breast, whole, boneless, separable lean and fat, raw",0.0,539.0,17.47,14.75
"Veal, breast, whole, boneless, separable lean only, cooked, braised",0.0,565.0,30.32,9.8
"Veal, composite of trimmed retail cuts, separable fat, cooked",0.0,1664.0,9.42,66.74
"Veal, composite of trimmed retail cuts, separable fat, raw",0.0,1653.5,6.02,67.83
"Veal, composite of trimmed retail cuts, separable lean and fat, cooked",0.0,599.0,30.1,11.39
"Veal, composite of trimmed retail cuts, separable lean and fat, raw",0.0,373.0,19.35,6.77
"Veal, composite of trimmed retail cuts, separable lean only, cooked",0.0,508.0,31.9,6.58
"Veal, composite of trimmed retail cuts, separable lean only, raw",0.0,290.5,20.2,2.87
"Veal, cubed for stew (leg and shoulder), separable lean only, cooked, braised",0.0,487.5,34.94,4.31
"Veal, cubed for stew (leg and shoulder), separable lean only, raw",0.0,282.5,20.27,2.5
"Veal, external fat only, cooked",0.0,1400.0,15.28,53.23
"Veal, external fat only, raw",0.89,1304.5,8.85,51.6
"Veal, foreshank, osso buco, separable lean and fat, cooked, braised",0.11,472.0,27.94,7.77
"Veal, foreshank, osso buco, separable lean only, cooked, braised",0.0,407.0,29.12,4.51
"Veal, ground, cooked, broiled",0.0,446.0,24.38,7.56
"Veal, ground, cooked, pan-fried",1.51,558.0,25.83,11.78
"Veal, ground, raw",0.0,511.0,18.58,13.06
"Veal, leg (top round), separable lean and fat, cooked, braised",0.0,547.0,36.16,6.33
"Veal, leg (top round), separable lean and fat, cooked, pan-fried, breaded",9.91,616.0,27.29,9.18
"Veal, leg (top round), separable lean and fat, cooked, pan-fried, not breaded",0.0,547.0,31.75,8.35
"Veal, leg (top round), separable lean and fat, cooked, roasted",0.0,414.5,27.7,4.65
"Veal, leg (top round), separable lean and fat, raw",0.0,303.5,20.98,3.08
"Veal, leg (top round), separable lean only, cooked, braised",0.0,526.0,36.71,5.09
"Veal, leg (top round), separable lean only, cooked, pan-fried, breaded",9.84,560.0,28.41,6.27
"Veal, leg (top round), separable lean only, cooked, pan-fried, not breaded",0.0,474.5,33.17,4.62
"Veal, leg (top round), separable lean only, cooked, roasted",0.0,389.0,28.07,3.39
"Veal, leg (top round), separable lean only, raw",0.0,277.5,21.28,1.76
"Veal, leg, top round, cap off, cutlet, boneless, cooked, grilled",0.0,392.0,31.89,2.63
"Veal, leg, top round, cap off, cutlet, boneless, raw",0.0,277.0,22.07,2.07
"Veal, loin, chop, separable lean and fat, cooked, grilled",0.16,513.5,28.04,9.48
"Veal, loin, chop, separable lean only, cooked, grilled",0.07,412.5,29.75,4.44
"Veal, loin, separable lean and fat, cooked, braised",0.0,736.0,30.19,17.21
"Veal, loin, separable lean and fat, cooked, roasted",0.0,562.5,24.8,12.32
"Veal, loin, separable lean and fat, raw",0.07,458.5,20.07,10.07
"Veal, loin, separable lean only, cooked, braised",0.0,586.0,33.57,9.15
"Veal, loin, separable lean only, cooked, roasted",0.0,453.5,26.32,6.94
"Veal, loin, separable lean only, raw",0.0,294.5,21.85,2.9
"Veal, rib, separable lean and fat, cooked, braised",0.0,650.5,32.43,12.53
"Veal, rib, separable lean and fat, cooked, roasted",0.0,591.0,23.96,13.96
"Veal, rib, separable lean and fat, raw",0.0,420.0,18.86,9.01
"Veal, rib, separable lean only, cooked, braised",0.0,565.0,34.44,7.81
"Veal, rib, separable lean only, cooked, roasted",0.0,459.0,25.76,7.44
"Veal, rib, separable lean only, raw",0.0,311.0,19.97,3.89
"Veal, seam fat only, cooked",2.11,1308.0,11.16,50.17
"Veal, seam fat only, raw",0.0,1150.5,12.53,43.75
"Veal, shank (fore and hind), separable lean and fat, cooked, braised",0.0,495.0,31.54,6.2
"Veal, shank (fore and hind), separable lean and fat, raw",0.0,293.0,19.15,3.48
"Veal, shank (fore and hind), separable lean only, cooked, braised",0.0,459.0,32.22,4.33
"Veal, shank (fore and hind), separable lean only, raw",0.0,280.0,19.28,2.83
"Veal, shank, separable lean and fat, raw",0.0,277.0,19.28,3.3
"Veal, shank, separable lean only, raw",0.0,243.0,19.77,1.64
"Veal, shoulder, arm, separable lean and fat, cooked, braised",0.0,611.5,33.63,10.24
"Veal, shoulder, arm, separable lean and fat, cooked, roasted",0.0,474.5,25.46,8.25
"Veal, shoulder, arm, separable lean and fat, raw",0.0,342.0,19.34,5.44
"Veal, shoulder, arm, separable lean only, cooked, braised",0.0,521.0,35.73,5.33
"Veal, shoulder, arm, separable lean only, cooked, roasted",0.0,425.0,26.13,5.81
"Veal, shoulder, arm, separable lean only, raw",0.0,272.0,20.04,2.16
"Veal, shoulder, blade chop, separable lean and fat, cooked, grilled",0.15,515.0,25.72,10.57
"Veal, shoulder, blade chop, separable lean and fat, raw",0.03,384.0,18.72,7.61
"Veal, shoulder, blade chop, separable lean only, cooked, grilled",0.0,412.5,27.33,5.53
"Veal, shoulder, blade chop, separable lean only, raw",0.0,284.5,19.6,2.88
"Veal, shoulder, blade, separable lean and fat, cooked, braised",0.0,583.0,31.26,10.09
"Veal, shoulder, blade, separable lean and fat, cooked, roasted",0.0,482.0,25.15,8.67
"Veal, shoulder, blade, separable lean only, cooked, braised",0.0,513.0,32.66,6.48
"Veal, shoulder, blade, separable lean only, cooked, roasted",0.0,443.0,25.64,6.88
"Veal, shoulder, whole (arm and blade), separable lean and fat, cooked, braised",0.0,591.0,32.06,10.14
"Veal, shoulder, whole (arm and blade), separable lean and fat, cooked, roasted",0.0,477.0,25.32,8.42
"Veal, shoulder, whole (arm and blade), separable lean and fat, raw",0.0,337.0,19.27,5.28
"Veal, shoulder, whole (arm and blade), separable lean only, cooked, braised",0.0,516.0,33.68,6.1
"Veal, shoulder, whole (arm and blade), separable lean only, cooked, roasted",0.0,440.5,25.81,6.62
"Veal, shoulder, whole (arm and blade), separable lean only, raw",0.0,290.5,19.79,3.0
"Veal, sirloin, separable lean and fat, cooked, braised",0.0,653.0,31.26,13.14
"Veal, sirloin, separable lean and fat, cooked, roasted",0.0,523.5,25.14,10.45
"Veal, sirloin, separable lean and fat, raw",0.0,394.0,19.07,7.81
"Veal, sirloin, separable lean only, cooked, braised",0.0,529.0,33.96,6.51
"Veal, sirloin, separable lean only, cooked, roasted",0.0,435.5,26.32,6.22
"Veal, sirloin, separable lean only, raw",0.0,285.0,20.2,2.59
"Veal, variety meats and by-products, brain, cooked, braised",0.0,352.5,11.48,9.63
"Veal, variety meats and by-products, brain, cooked, pan-fried",0.0,552.0,14.48,16.75
"Veal, variety meats and by-products, brain, raw",0.0,306.0,10.32,8.21
"Veal, variety meats and by-products, heart, cooked, braised",0.13,482.0,29.12,6.75
"Veal, variety meats and by-products, heart, raw",0.08,285.0,17.18,3.98
"Veal, variety meats and by-products, kidneys, cooked, braised",0.0,422.5,26.32,5.66
"Veal, variety meats and by-products, kidneys, raw",0.85,256.5,15.76,3.12
"Veal, variety meats and by-products, liver, cooked, braised",3.77,498.5,28.42,6.26
"Veal, variety meats and by-products, liver, cooked, pan-fried",4.47,500.0,27.37,6.51
"Veal, variety meats and by-products, liver, raw",2.91,363.0,19.93,4.85
"Veal, variety meats and by-products, lungs, cooked, braised",0.0,269.5,18.74,2.64
"Veal, variety meats and by-products, lungs, raw",0.0,233.5,16.3,2.3
"Veal, variety meats and by-products, pancreas, cooked, braised",0.0,663.5,29.1,14.6
"Veal, variety meats and by-products, pancreas, raw",0.0,471.5,15.0,13.1
"Veal, variety meats and by-products, spleen, cooked, braised",0.0,334.5,24.08,2.89
"Veal, variety meats and by-products, spleen, raw",0.0,254.0,18.3,2.2
"Veal, variety meats and by-products, thymus, cooked, braised",0.0,323.5,22.67,3.11
"Veal, variety meats and by-products, thymus, raw",0.0,262.0,17.21,3.07
"Veal, variety meats and by-products, tongue, cooked, braised",0.0,523.5,25.85,10.1
"Veal, variety meats and by-products, tongue, raw",1.91,339.5,17.18,5.48
"Vegetable juice cocktail, canned",3.87,57.0,0.93,0.31
"Vegetable juice cocktail, low sodium, canned",3.83,48.5,0.91,0.32
"Vegetable juice, BOLTHOUSE FARMS, DAILY GREENS",8.13,79.5,0.49,0.04
"Vegetable oil, palm kernel",0.0,2234.5,0.0,100.0
"Vegetable oil-butter spread, reduced calorie",0.0,1205.5,0.0,53.0
"Vegetables, mixed (corn, lima beans, peas, green beans, carrots) canned, no salt added",7.31,95.0,1.4,0.2
"Vegetables, mixed, canned, drained solids",9.26,126.5,2.59,0.25
"Vegetables, mixed, canned, solids and liquids",7.13,93.5,1.42,0.25
"Vegetables, mixed, frozen, cooked, boiled, drained, with salt",13.09,156.0,2.86,0.15
"Vegetables, mixed, frozen, cooked, boiled, drained, without salt",13.09,169.0,2.86,0.15
"Vegetables, mixed, frozen, unprepared",13.47,186.5,3.33,0.52
Vegetarian fillets,9.0,751.5,23.0,18.0
Vegetarian meatloaf or patties,8.0,510.5,21.0,9.0
"Veggie burgers or soyburgers, unprepared",14.27,458.0,15.7,6.3
"Vermicelli, made from soy",82.32,857.0,0.1,0.1
"Vinegar, balsamic",17.03,228.5,0.49,0.0
"Vinegar, cider",0.93,55.5,0.0,0.0
"Vinegar, distilled",0.04,47.0,0.0,0.0
"Vinegar, red wine",0.27,49.0,0.04,0.0
"Vinespinach, (basella), raw",3.4,49.0,1.8,0.3
Vital wheat gluten,13.79,959.0,75.16,1.85
"Vitasoy USA Azumaya, Extra Firm Tofu",1.53,227.5,10.07,4.6
"Vitasoy USA Azumaya, Firm Tofu",1.52,208.0,9.08,4.2
"Vitasoy USA Azumaya, Silken Tofu",0.58,112.0,4.82,2.4
"Vitasoy USA Nasoya, Lite Silken Tofu",0.0,111.0,8.21,1.1
"Vitasoy USA Organic Nasoya Sprouted, Tofu Plus Super Firm",2.16,297.5,13.24,5.9
"Vitasoy USA Organic Nasoya, Soft Tofu",0.74,180.5,8.76,3.5
"Vitasoy USA Organic Nasoya, Tofu Plus Extra Firm",1.82,238.5,10.18,4.9
"Vitasoy USA Organic Nasoya, Tofu Plus Firm",1.71,192.0,9.19,3.4
"Vitasoy USA, Nasoya Lite Firm Tofu",1.3,139.5,8.3,1.7
"Vitasoy USA, Organic Nasoya Extra Firm Tofu",2.6,255.0,10.1,5.2
"Vitasoy USA, Organic Nasoya Firm Tofu",2.3,218.5,8.9,4.4
"Vitasoy USA, Organic Nasoya Silken Tofu",1.4,122.5,4.8,2.5
"Vitasoy USA, Organic Nasoya Super Firm Cubed Tofu",2.8,305.0,12.4,6.3
"Vitasoy USA, Vitasoy Light Vanilla Soymilk",4.1,78.0,1.6,0.82
"Vitasoy USA, Vitasoy Organic Classic Original Soymilk",4.5,122.0,3.2,1.8
"Vitasoy USA, Vitasoy Organic Creamy Original Soymilk",4.5,114.0,2.9,1.6
"WEND'YS, Crispy Chicken Sandwich",26.36,720.0,11.72,13.93
"WENDY'S, CLASSIC DOUBLE, with cheese",11.71,624.0,16.52,14.2
"WENDY'S, CLASSIC SINGLE Hamburger, no cheese",16.82,552.5,12.63,10.6
"WENDY'S, CLASSIC SINGLE Hamburger, with cheese",14.2,572.0,14.87,11.6
"WENDY'S, Chicken Nuggets",14.31,845.0,16.46,22.55
"WENDY'S, DAVE'S Hot 'N Juicy 1/4 LB, single",17.73,694.5,13.69,15.8
"WENDY'S, Double Stack, with cheese",15.35,738.5,18.53,16.6
"WENDY'S, Frosty Dairy Dessert",23.62,342.0,3.49,2.6
"WENDY'S, Homestyle Chicken Fillet Sandwich",21.55,555.0,13.78,8.1
"WENDY'S, Jr. Hamburger, with cheese",24.97,663.0,13.06,11.5
"WENDY'S, Jr. Hamburger, without cheese",28.45,630.0,12.62,8.75
"WENDY'S, Ultimate Chicken Grill Sandwich",18.88,465.0,14.73,5.0
"WENDY'S, french fries",39.73,779.5,3.73,14.1
"Waffle, buttermilk, frozen, ready-to-heat, microwaved",44.16,749.0,6.92,9.4
"Waffle, buttermilk, frozen, ready-to-heat, toasted",48.39,800.0,7.42,9.49
"Waffle, plain, frozen, ready-to-heat, microwave",45.41,771.5,6.71,9.91
